frameworkId,sectionId,categoryId,requirementId,referenceId,helpText
5,JqY3b-UrxU6J,,Od7efG5wGb9a,MP.L2-3.8.2,"<p>Access can be limited by physically controlling system media and secure storage areas. Physically controlling system media includes conducting inventories, ensuring procedures are in place to allow individuals to check out and return system media to the media library, and maintaining accountability for all stored media. Secure storage includes a locked drawer, desk, or cabinet, or a controlled media library.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Limit physical access to CUI to people permitted to access CUI. Use locked or controlled storage areas and limit access to only those allowed to access CUI. Keep track of who accesses physical CUI in an audit log.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>Your company has CUI for a specific Army contract contained on a USB drive. In order to control the data, you establish specific procedures for handling the drive. You designate the project manager as the owner of the data and require anyone who needs access to the data to get permission from the data owner [a]. The data owner maintains a list of users that are authorized to access the information. Before an authorized individual can get access to the USB drive that contains the CUI they have to fill out a log and check out the drive. When they are done with the data, they check in the drive and return it to its secure storage location.</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Is a list of users who are authorized to access the CUI contained on system media maintained [a]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.8.2</li></ul>"
5,JqY3b-UrxU6J,,KOibsOJwRs3J,MP.L2-3.8.4 ,"<p>The term security marking refers to the application or use of human-readable security attributes. System media includes digital and non-digital media. Marking of system media reflects applicable federal laws, Executive Orders, directives, policies, and regulations.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>All media, hardcopy and digital, must be properly marked to alert individuals to the presence of CUI stored on the media. The National Archives and Records Administration (NARA) has published guidelines for labeling media of different sizes.48 MP.L2-3.8.8 requires that media have an identifiable owner, so organizations may find it desirable to include ownership information on the device label as well.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You were recently contacted by the project team for a new DoD program. The team said they wanted the CUI in use for the program to be properly protected. When speaking with them, you realize that most of the protections will be provided as part of existing enterprise cybersecurity capabilities. They also mentioned that the project team will use several USB drives to share specific data. You explain that the team must ensure the USB drives are externally marked to indicate the presence of CUI [a]. The project team labels the outside of each USB drive with an appropriate CUI label following NARA guidance [a]. Further, the labels indicate that distribution is limited to those employees supporting the DoD program [a].</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Are all media containing CUI identified [a,b]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.8.4</li></ul>"
5,JqY3b-UrxU6J,,cLUqWO94AIDd,MP.L2-3.8.5 ,"<p>Controlled areas are areas or spaces for which organizations provide physical or procedural controls to meet the requirements established for protecting systems and information. Controls to maintain accountability for media during transport include locked containers and cryptography. Cryptographic mechanisms can provide confidentiality and integrity protections depending upon the mechanisms used. Activities associated with transport include the actual transport as well as those activities such as releasing media for transport and ensuring that media enters the appropriate transport processes. For the actual transport, authorized transport and courier personnel may include individuals external to the organization. Maintaining accountability of media during transport includes restricting transport activities to authorized personnel and tracking and obtaining explicit records of transport activities as the media moves through the transportation system to prevent and detect loss, destruction, or tampering.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>CUI is protected in both physical and digital formats. Physical control can be accomplished using traditional concepts like restricted access to physical locations or locking papers in a desk or filing cabinet. The digitization of data makes access to CUI much easier. CUI can be stored and transported on magnetic disks, tapes, USB drives, CD-ROMs, and so on. This makes digital CUI data very portable. It is important for an organization to apply mechanisms to prevent unauthorized access to CUI due to ease of transport.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>Your team has recently completed configuring a server for a DoD customer. The customer has asked that it be ready to plug in and use. An application installed on the server contains data that is considered CUI. You box the server for shipment using tamper-evident packaging and label it with the specific recipient for the shipment [b]. You select a reputable shipping service so you will get a tracking number to monitor the progress. Once the item is shipped, you send the recipients the tracking number so they can monitor and ensure prompt delivery at their facility.</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Do only approved individuals have access to media containing CUI [a]?</li><li>Is access to the media containing CUI recorded in an audit log [b]?</li><li>Is all CUI data on media encrypted or physically locked prior to transport outside of secure locations [b]? 49</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.8.5</li></ul>"
5,JqY3b-UrxU6J,,ecRIRcdICsFd,MP.L2-3.8.6 ,"<p>This requirement applies to portable storage devices (e.g., USB memory sticks, digital video disks, compact disks, external or removable hard disk drives). NIST SP 800-111 provides guidance on storage encryption technologies for end user devices.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>CUI can be stored and transported on a variety of portable media, which increases the chance that the CUI can be lost. When identifying the paths CUI flows through your company, identify devices to include in this practice. To mitigate the risk of losing or exposing CUI, implement an encryption scheme to protect the data. Even if the media are lost, proper encryption renders the data inaccessible. When encryption is not an option, apply alternative physical safeguards during transport.</p><p>This practice, MP.L2-3.8.6, provides additional protections to those provided by MP.L2-3.8.5. This practice is intended to protect against situations where control of media access fails, such as through the loss of the media.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You manage the backups for file servers in your datacenter. You know that in addition to the company&rsquo;s sensitive information, CUI is stored on the file servers. As part of a broader plan to protect data, you send the backup tapes off site to a vendor. You are aware that your backup software provides the option to encrypt data onto tape. You develop a plan to test and enable backup encryption for the data sent off site. This encryption provides additional protections for the data on the backup tapes during transport and offsite storage [a].</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Are all CUI data on media encrypted or physically protected prior to transport outside of controlled areas [a]?</li><li>Are cryptographic mechanisms used to protect digital media during transport outside of controlled areas [a]?</li><li>Do cryptographic mechanisms comply with FIPS 140-2 [a]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.8.6</li></ul>"
5,JqY3b-UrxU6J,,oV7rF3oX82lI,MP.L2-3.8.7 ,"<p>In contrast to requirement MP.L2-3.8.1, which restricts user access to media, this requirement restricts the use of certain types of media on systems, for example, restricting or prohibiting the use of flash drives or external hard disk drives. Organizations can employ technical and nontechnical controls (e.g., policies, procedures, and rules of behavior) to control the use of system media. Organizations may control the use of portable storage devices, for example, by using physical cages on workstations to prohibit access to certain external ports, or disabling or removing the ability to insert, read, or write to such devices.</p><p>Organizations may also limit the use of portable storage devices to only approved devices including devices provided by the organization, devices provided by other approved organizations, and devices that are not personally owned. Finally, organizations may control the use of portable storage devices based on the type of device, prohibiting the use of writeable, portable devices, and implementing this restriction by disabling or removing the capability to write to such devices. Malicious code protection mechanisms include anti-virus signature definitions and reputation-based technologies. Many technologies and methods exist to limit or eliminate the effects of malicious code. Pervasive configuration management and comprehensive software integrity controls may be effective in preventing execution of unauthorized code. In addition to commercial off-the-shelf software, malicious code may also be present in custom-built software. This could include logic bombs, back doors, and other types of cyber-attacks that could affect organizational missions/business functions. Traditional malicious code protection mechanisms cannot always detect such code. In these situations, organizations rely instead on other safeguards including secure coding practices, configuration management and control, trusted procurement processes, and monitoring practices to help ensure that software does not perform functions other than the functions intended.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Removable media are any type of media storage that you can remove from your computer or machine (e.g., CDs, DVDs, diskettes, and USB drives). Write a specific policy for removable media. The policy should cover the various types of removable media (e.g., write-once media and rewritable media) and should discuss the company&rsquo;s approach to removable media. Ensure the following controls are considered and included in the policy:</p><ul><li>limit the use of removable media to the smallest number needed; and</li><li>scan all removable media for viruses.</li></ul><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are in charge of IT operations. You establish a policy for removable media that includes USB drives [a].</p><ul><li>The policy information such as:</li><li>only USB drives issued by the organization may be used; and</li></ul><p>USB drives are to be used for work purposes only [a]. You set up a separate computer to scan these drives before anyone uses them on the network. This computer has anti-virus software installed that is kept up to date.</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><//p><ul><li>Are removable media allowed [a]? 50</li><li>Are policies and/or procedures in use to control the use of removable media [a]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.8.7</li></ul>"
5,JqY3b-UrxU6J,,9gZZMYdjgSiA,MP.L2-3.8.8,"<p>Requiring identifiable owners (e.g., individuals, organizations, or projects) for portable storage devices reduces the overall risk of using such technologies by allowing organizations to assign responsibility and accountability for addressing known vulnerabilities in the devices (e.g., insertion of malicious code).</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>A portable storage device is a system component that can be inserted into and removed from a system and is used to store data or information. It typically plugs into a laptop or desktop port (e.g., USB port). These devices can contain malicious files that can lead to a compromise of a connected system. Therefore, use should be prohibited if the device cannot be traced to an owner who is responsible and accountable for its security.</p><p>This practice, MP.L2-3.8.8, furthers the protections provided by MP.L2-3.8.7 by prohibiting unidentified media use even if that media type is allowable.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are the IT manager. One day, a staff member reports finding a USB drive in the parking lot. You investigate and learn that there are no labels on the outside of the drive to indicate who might be responsible for it. You send an email to all employees to remind them that IT policies expressly prohibit plugging unknown devices into company computers. You also direct staff members to turn in to the IT help desk any devices that have no identifiable owner [a].</p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3><ul><li>Do portable storage devices used have identifiable owners [a]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.8.8</li></ul>"
5,JqY3b-UrxU6J,,tPce57yLoYdh,MP.L2-3.8.9,"<p>Organizations can employ cryptographic mechanisms or alternative physical controls to protect the confidentiality of backup information at designated storage locations. Backed-up information containing CUI may include system-level information and user-level information. System-level information includes system-state information, operating system software, application software, and licenses. User-level information includes information other than system-level information.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>You protect CUI to ensure that it remains private (confidentiality) and unchanged (integrity). Methods to ensure confidentiality may include:</p><ul><li>encrypting files or media;</li><li>managing who has access to the information; and</li><li>physically securing devices and media that contain CUI.</li></ul><p>Storage locations for information are varied, and may include:</p><ul><li>external hard drives;</li><li>USB drives;</li><li>magnetic media (tape cartridge);</li><li>optical disk (CD, DVD);</li><li>Networked Attached Storage (NAS);</li><li>servers; and</li><li>cloud backup.</li><li>This practice, MP.L2-3.8.9, requires the confidentiality of backup information at storage locations.</li></ul><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are in charge of protecting CUI for your company. Because the company&rsquo;s backups contain CUI, you work with IT to protect the confidentiality of backup data. You agree to encrypt all CUI data as it is saved to an external hard drive [a].</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Are data backups encrypted on media before removal from a secured facility [a]?</li><li>Are cryptographic mechanisms FIPS validated [a]?51</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.8.9</li></ul>"
5,7_beEmasYx0Y,,KknOMFytwJ2E,PS.L2-3.9.1 ,"<p>Personnel security screening (vetting) activities involve the evaluation/assessment of individual&rsquo;s conduct, integrity, judgment, loyalty, reliability, and stability (i.e., the trustworthiness of the individual) prior to authorizing access to organizational systems containing CUI. The screening activities reflect applicable federal laws, Executive Orders, directives, policies, regulations, and specific criteria established for the level of access required for assigned positions.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Ensure all employees who need access to CUI undergo organization-defined screening before being granted access. Base the types of screening on the requirements for a given position and role.</p><p>The effective screening of personnel provided by this practice, PS.L2-3.9.1, improves upon the effectiveness of authentication performed in IA.L1-3.5.2.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are in charge of security at your organization. You complete standard criminal background and credit checks of all individuals you hire before they can access CUI [a]. Your screening program follows appropriate laws, policies, regulations, and criteria for the level of access required for each position.</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Are appropriate background checks completed prior granting access to organizational systems containing CUI [a]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.9.1</li></ul>"
5,7_beEmasYx0Y,,moFTQTgex53y,PS.L2-3.9.2 ,"<p>Protecting CUI during and after personnel actions may include returning system-related property and conducting exit interviews. System-related property includes hardware authentication tokens, identification cards, system administration technical manuals, keys, and building passes. Exit interviews ensure that individuals who have been terminated understand the security constraints imposed by being former employees and that proper accountability is achieved for system-related property. Security topics of interest at exit interviews can include reminding terminated individuals of nondisclosure agreements and potential limitations on future employment. Exit interviews may not be possible for some terminated individuals, for example, in cases related to job abandonment, illnesses, and non- availability of supervisors. For termination actions, timely execution is essential for individuals terminated for cause. In certain situations, organizations consider disabling the system accounts of individuals that are being terminated prior to the individuals being notified.</p><p>This requirement applies to reassignments or transfers of individuals when the personnel action is permanent or of such extended durations as to require protection. Organizations define the CUI protections appropriate for the types of reassignments or transfers, whether permanent or extended. Protections that may be required for transfers or reassignments to other positions within organizations include returning old and issuing new keys, identification cards, and building passes; changing system access authorizations (i.e., privileges); closing system accounts and establishing new accounts; and providing for access to official records to which individuals had access at previous work locations and in previous system accounts.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Employee access to CUI is removed when they change jobs or leave the company. When employment or program access is terminated for any reason, the following actions may occur within the defined time frame:</p><ul><li>all company IT equipment (e.g., laptops, cell phones, storage devices) is returned;</li><li>all identification, access cards, and keys are returned; and</li><li>an exit interview is conducted to remind the employee of their obligations to not discuss CUI, even after employment.</li></ul><p>Additionally, perform the following:</p><ul><li>remove access to all accounts granting access to CUI or modify access to CUI as appropriate for a new work role;</li><li>disable or close employee accounts for departing employees; and</li><li>limit access to physical spaces with CUI for departing employees or those who transition to a work role that does not require access to CUI.</li></ul><p>This practice, PS.L2-3.9.2, leverages the identification of system users required by IA.L1- 3.5.1 in order to ensure that all accesses are identified and removed.</p><h3><span style=""background-color: #ffffff;"">Example 1</span></h3><p>You are in charge of IT operations. Per organizational policies, when workers leave the company, you remove them from any physical CUI access lists. If you are not their supervisor, you contact their supervisor or human resources immediately and ask them to:</p><ul><li>turn in the former employees&rsquo; computers for proper handling;</li><li>inform help desk or system administrators to have the former employees&rsquo; system access revoked;</li><li>retrieve the former employees&rsquo; identification and access cards; and</li><li>have the former employees attend an exit interview where you or human resources remind them of their obligations to not discuss CUI [b].</li></ul><h3><span style=""background-color: #ffffff;"">Example 2</span></h3><p>An employee transfers from one working group in your company to another. Human resources team notifies IT of the transfer date, and the employee&rsquo;s new manager follows procedure by submitting a ticket to the IT help desk to provide information on the access rights the employee will require in their new role. IT implements the rights for the new position and revokes the access for the prior position on the official date of the transfer [c].</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Is information system access disabled upon employee termination or transfer [c]?</li><li>Are authenticators/ credentials associated with the employee revoked upon termination or transfer within a certain time frame [b,c]?</li><li>Is all company information system-related property retrieved from the terminated or transferred employee within a certain timeframe [a,c]?</li><li>Is access to company information and information systems formerly controlled by the terminated or transferred employee retained for a certain timeframe [a,c]?</li><li>Is the information security office and data owner of the change in authorization notified within a certain timeframe [a]?52</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.9.2</li></ul>"
5,PGQMzJCFB2b_,,jNaQ-wynjDGW,PE.L2-3.10.2 ,"<p>Monitoring of physical access includes publicly accessible areas within organizational facilities. This can be accomplished, for example, by the employment of guards; the use of sensor devices; or the use of video surveillance equipment such as cameras. Examples of support infrastructure include system distribution, transmission, and power lines. Security controls applied to the support infrastructure prevent accidental damage, disruption, and physical tampering. Such controls may also be necessary to prevent eavesdropping or modification of unencrypted transmissions. Physical access controls to support infrastructure include locked wiring closets; disconnected or locked spare jacks; protection of cabling by conduit or cable trays; and wiretapping sensors.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>The infrastructure inside of a facility, such as power and network cables, is protected so that visitors and unauthorized employees cannot access it. The protection is also monitored by security guards, video cameras, sensors, or alarms.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are responsible for protecting your IT facilities. You install video cameras at each entrance and exit, connect them to a video recorder, and show the camera feeds on a display at the reception desk [c,d]. You also make sure there are secure locks on all entrances, exits, and windows to the facilities [a,b].</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Is physical access monitored to detect and respond to physical security incidents [c, d]?58</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.10.2</li></ul>"
5,PGQMzJCFB2b_,,PQ5gmQ6PM3ZO,PE.L2-3.10.6 ,"<p>Alternate work sites may include government facilities or the private residences of employees. Organizations may define different security requirements for specific alternate work sites or types of sites depending on the work-related activities conducted at those sites. NIST SP 800-46 and</p><p>NIST SP 800-114 provide guidance on enterprise and user security when teleworking.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Many people work from home or travel as part of their job. Define and implement safeguards to account for protection of information beyond the enterprise perimeter. Safeguards may include physical protections, such as locked file drawers, as well as electronic protections such as encryption, audit logging, and proper access controls.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>Many of your company&rsquo;s project managers work remotely as they often travel to sponsor locations or even work from home. Because the projects on which they work require access to CUI, you must ensure the same level of protection is afforded as when they work in the office. You ensure that each laptop is deployed with patch management and anti-virus software protection [b]. Because data may be stored on the local hard drive, you have enabled full-disk encryption on their laptops [b]. When a remote staff member needs access to the internal network you require VPN connectivity that also disconnects the laptop from the remote network (i.e., prevents split tunneling) [b]. The VPN requires multifactor authentication to verify remote users are who they claim to be [b].</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations </span></h3></p><ul><li>Do all alternate sites where CUI data is stored or processed meet the same physical security requirements as the main site [b]?59</li><li>Does the alternate processing site provide information security measures equivalent to those of the primary site [b]?60</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.10.6</li></ul>"
5,fTZpm6tRFdKS,,836iQULrh-61,RA.L2-3.11.1,"<p>Clearly defined system boundaries are a prerequisite for effective risk assessments.Such risk assessments consider threats, vulnerabilities, likelihood, and impact to organizational operations, organizational assets, and individuals based on the operation and use of organizational systems. Risk assessments also consider risk from external parties (e.g., service providers, contractor operating systems on behalf of the organization, individuals accessing organizational systems, outsourcing entities). Risk assessments, either formal or informal, can be conducted at the organization level, the mission or business process level, or the system level, and at any phase in the system development life cycle.</p><p>NIST SP 800-30 provides guidance on conducting risk assessments.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Risk arises from anything that can reduce an organization&rsquo;s assurance of mission/business success; cause harm to image or reputation; or harm individuals, other organizations, or the Nation.</p><p>Organizations assess the risk to their operations and assets at regular intervals. Areas where weakness or vulnerabilities could lead to risk may include:</p><ul><li>poorly designed and executed business processes;</li><li>inadvertent actions of people, such as disclosure or modification of information;</li><li>intentional actions of people inside and outside the organization;</li><li>failure of systems to perform as intended;&nbsp;</li><li>failures of technology; and</li><li>external events, such as natural disasters, public infrastructure and supply chain failures.</li></ul><p>When conducting risk assessments use established criteria and procedures. The results of formal risk assessments are documented. It is important to note that risk assessments differ from vulnerability assessments (see RA.L2-3.11.2). A vulnerability assessment provides input to a risk assessment along with other information such as results from likelihood analysis and analysis of potential treat sources.</p><p>Risk assessments should be performed at defined regular intervals. Mission risks include anything that will keep an organization from meeting its mission. Function risk is anything that will prevent the performance of a function. Image and reputation risks refer to intangible risks that have value and could cause damage to potential or future trust relationships.61</p><p>This practice, RA.L2-3.11.1, which requires periodically assessing the risk to organization systems, assets, and individuals, is a baseline Risk Assessment practice. RA.L2-3.11.1 enables other Risk Assessment practices (e.g., RA.L2-3.11.3, Vulnerability Remediation), as well as CA.L2-3.12.2, Plan of Action.</p><p><h3><span style=""background-color: #ffffff;"">Example </span></h3></p><p>You are a system administrator. You and your team members are working on a big government contract requiring you to store CUI. As part of your periodic (e.g., annual) risk assessment exercise, you evaluate the new risk involved with storing CUI [a,b]. When conducting the assessment you consider increased legal exposure, financial requirements of safeguarding CUI, potentially elevated attention from external attackers, and other factors. After determining how storing CUI affects your overall risk profile, you use that as a basis for a conversation on how that risk should be mitigated.</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Have initial and periodic risk assessments been conducted [b]? 62</li><li>Are methods defined for assessing risk (e.g., reviewing security assessments, incident reports, and security advisories, identifying threat sources, threat events, and vulnerabilities, and determining likelihood, impact, and overall risk to the confidentiality of CUI) [b]?</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.11.1</li></ul>"
5,fTZpm6tRFdKS,,RtA2POB6KLlv,RA.L2-3.11.2 ,"<p>Organizations determine the required vulnerability scanning for all system components, ensuring that potential sources of vulnerabilities such as networked printers, scanners, and copiers are not overlooked. The vulnerabilities to be scanned are readily updated as new vulnerabilities are discovered, announced, and scanning methods developed. This process ensures that potential vulnerabilities in the system are identified and addressed as quickly as possible. Vulnerability analyses for custom software applications may require additional approaches such as static analysis, dynamic analysis, binary analysis, or a hybrid of the three approaches. Organizations can employ these analysis approaches in source code reviews and in a variety of tools (e.g., static analysis tools, web-based application scanners, binary analyzers). Vulnerability scanning includes: scanning for patch levels; scanning for functions, ports, protocols, and services that should not be accessible to users or devices; and scanning for improperly configured or incorrectly operating information flow control mechanisms.</p><p>To facilitate interoperability, organizations consider using products that are Security Content Automated Protocol (SCAP)-validated, scanning tools that express vulnerabilities in the Common Vulnerabilities and Exposures (CVE) naming convention, and that employ the Open Vulnerability Assessment Language (OVAL) to determine the presence of system vulnerabilities. Sources for vulnerability information include the Common Weakness Enumeration (CWE) listing and the National Vulnerability Database (NVD).</p><p>Security assessments, such as red team exercises, provide additional sources of potential vulnerabilities for which to scan. Organizations also consider using scanning tools that express vulnerability impact by the Common Vulnerability Scoring System (CVSS). In certain situations, the nature of the vulnerability scanning may be more intrusive or the system component that is the subject of the scanning may contain highly sensitive information. Privileged access authorization to selected system components facilitates thorough vulnerability scanning and protects the sensitive nature of such scanning.</p><p>NIST SP 800-40 provides guidance on vulnerability management.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>A vulnerability scanner is an application that identifies vulnerabilities in organizational assets. Most scanners can create a prioritized list of vulnerabilities ordered by their level of severity. Scan for vulnerabilities on all devices connected to the network including servers, desktops, laptops, virtual machines, containers, firewalls, switches, and printers. All assets that are within the scope of the CMMC assessment must be scanned, including assets such as laptop computers that may not routinely connect to an organization&rsquo;s network.</p><p>Perform reviews of your organization&rsquo;s custom-developed software. Vulnerability analysis of a custom-made solution may require a penetration tester to properly test and validate findings. Automated vulnerability scanners may not be as thorough when scanning custom developed applications. Source code scanners can help identify weaknesses and vulnerabilities within code prior to compilation and use.</p><p>The vulnerability scanning process is a regular activity, not a single occurrence. Organizations put in place a vulnerability scanner that updates its database each time it performs a scan so it can identify the most current known vulnerabilities. Schedule scans with consideration of the potential for impact to normal operations and use caution when scanning critical assets.</p><p>This practice, RA.L2-3.11.2, which ensures scanning for vulnerabilities in organizational systems and application, is a baseline Risk Assessment practice. RA.L2-3.11.2 ,contributes to performing risk assessments as described in RA.L2-3.11.1.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are a system administrator. Your organization has assessed its risk and determined that it needs to scan for vulnerabilities in systems and applications once each quarter [a]. You conduct some tests and decide that it is important to be able to schedule scans after standard business hours. You also realize that you have remote workers and that you will need to be sure to scan their remote computers as well [b]. After some final tests, you integrate the scans into normal IT operations, running as scheduled [b,c]. You verify that the scanner application receives the latest updates on vulnerabilities and that those are included in future scans [d,e].</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Is the frequency specified for vulnerability scans to be performed in organizational systems and applications (e.g., continuous passive scanning, scheduled active scans) [a]?</li><li>Are vulnerability scans performed on a defined frequency or randomly in accordance with company policy [a,b,c]?63</li><li>Are systems periodically scanned for common and new vulnerabilities [d,e]?64</li><li>Is the list of scanned system vulnerabilities updated on a defined frequency or when new vulnerabilities are identified and reported [d,e]?65</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.11.2</li></ul>"
5,fTZpm6tRFdKS,,DV9--PZiKFqO,RA.L2-3.11.3 ,"<p>Vulnerabilities discovered, for example, via the scanning conducted in response to RA.L2- 3.11.2, are remediated with consideration of the related assessment of risk. The consideration of risk influences the prioritization of remediation efforts and the level of effort to be expended in the remediation for specific vulnerabilities.</p><h3><span style=""background-color: #ffffff;"">CMMC CLARIFICATION</span></h3><p>Not all vulnerabilities captured in a vulnerability scanner may pose the same level of risk to an organization. Prioritize mitigation efforts to close the most critical vulnerabilities first. Track all vulnerability remediation to ensure completion; also track vulnerabilities that you have determined not to remediate.</p><p>This practice, RA.L2-3.11.3, benefits from CA.L2-3.12.2. RA.L2-3.11.3 allows remediation of vulnerabilities to take place based on the developed plans of actions for vulnerabilities from CA.L2-3.12.2.</p><h3><span style=""background-color: #ffffff;"">Example </span></h3><p>You are a system administrator. Each quarter you receive a list of vulnerabilities generated by your company&rsquo;s vulnerability scanner [a]. You prioritize that list and note which vulnerabilities should be targeted as soon as possible as well as which vulnerabilities you can safely defer addressing at this time. You document the reasoning behind accepting the risk of the unremediated flaws and note to continue to monitor these vulnerabilities in case you need to revise the decision at a later date [b].</p><p><h3><span style=""background-color: #ffffff;"">Potential Assessment Considerations</span></h3></p><ul><li>Are the results of risk assessments used to prioritize vulnerabilities for remediation [b]?</li><li>For any given vulnerability is action taken for remediation, acceptance, avoidance, or transference of the vulnerability risk [b]?66</li><li>Are all high risk vulnerabilities prioritized [b]?67</li></ul><h3><span style=""background-color: #ffffff;"">REFERENCES</span></h3><ul><li>NIST SP 800-171 Rev 2 3.11.3</li></ul>"
